"","176","182","189","190","195","197","199","200","201"
"176",1,-0.547989554103257,0.518642661908921,0.381363024674783,0.560442673727906,-0.140321371693622,-0.0122788965226522,-0.118093898667917,-0.142399676759803
"182",-0.547989554103257,1,-0.0582542889454855,-0.144642131285041,0.723211072997585,0.0492787241889522,0.158078492265168,0.1377302078942,-0.148136866353788
"189",0.518642661908921,-0.0582542889454858,1,-0.28585622613249,-0.0428728173498664,0.578834987654661,0.483549424789845,-0.0724107883718624,-0.363392400396595
"190",0.381363024674783,-0.144642131285041,-0.28585622613249,1,-0.0184348708012782,0.565158129154522,-0.149509193909635,0.701400664084343,-0.338929886542153
"195",0.560442673727907,0.723211072997585,-0.0428728173498665,-0.0184348708012783,1,-0.176101022371287,0.348993372828128,0.338450321622873,-0.106462290491328
"197",-0.140321371693622,0.0492787241889521,0.578834987654661,0.565158129154521,-0.176101022371287,1,0.0127075886165775,-0.165835913373496,0.66417897629393
"199",-0.0122788965226524,0.158078492265168,0.483549424789845,-0.149509193909635,0.348993372828128,0.0127075886165774,1,-0.120842782718263,0.503298432285044
"200",-0.118093898667916,0.1377302078942,-0.0724107883718624,0.701400664084343,0.338450321622872,-0.165835913373496,-0.120842782718263,1,0.466846152497638
"201",-0.142399676759803,-0.148136866353787,-0.363392400396595,-0.338929886542152,-0.106462290491328,0.66417897629393,0.503298432285044,0.466846152497637,1
