"","154_","176_","189_","182_","195_","199_","190_","197_","200_","201_","108_","139_","164_","148_","173_","187_","165_","184_","188_","196_"
"154_",1,0.368289784248282,-0.0637957572780134,0.769211884275283,-0.228062537543097,-0.0384123175492058,0.109530445339404,-0.0681306190996712,-0.0522197563155019,0.0387429643064956,0.179162323792092,-0.0657387647846775,0.15776152066925,-0.271795541474273,-0.0173902161311588,-0.0227289757003912,0.0463010112799632,-0.0947999417475371,0.0329197895499412,-0.0098634615944118
"176_",0.368289784248282,1,0.652029539304555,-0.285775501890858,0.393609113532713,-0.182920167814345,0.601435000911288,-0.243234516260156,-0.178510945713471,-0.134531288191144,-0.049492290740885,0.0159481329945627,-0.0907606290619155,0.0267590166271443,0.0274822028111285,-0.00988384418444713,0.248811433025813,-0.0582843433437149,-0.012765209214462,-0.0319972863551246
"189_",-0.0637957572780136,0.652029539304555,1,0.0427891895566113,-0.0979889048238404,0.410908600861698,-0.388785932028731,0.612370123791591,-0.216627210170435,-0.0938435090934692,-0.0108821424446226,0.0879446416555601,0.111227566404285,0.0313757590749329,-0.184728233273704,0.0137291462563681,-0.106462030196024,-0.0617124620284912,0.109180394012198,0.117623800206332
"182_",0.769211884275284,-0.285775501890858,0.0427891895566113,1,0.409291062650664,-0.09672118310574,-0.119485939516225,0.043269058298551,0.0881576321093474,-0.116733846952898,-0.11284266414923,-0.0582285001460114,0.00240187976696475,0.311198426124567,-0.0678271826213334,-0.0140379241953822,0.00582111907333075,-0.0395888851045208,-0.0269819965992374,-0.0179880237167877
"195_",-0.228062537543097,0.393609113532714,-0.0979889048238403,0.409291062650664,1,0.604091305600857,0.0214354322154169,-0.305411986040147,0.255716804880276,0.175290072056973,0.05782927697366,-0.0161058838563859,-0.0505780351873608,-0.0631721712411163,0.123645521272337,-0.0303795473342337,-0.039571857494665,-0.0565369036355011,-0.00917789981175919,-0.188887644784223
"199_",-0.0384123175492059,-0.182920167814345,0.410908600861698,-0.09672118310574,0.604091305600857,1,-0.249029700032952,0.102413344269776,0.132664426700374,0.143095729826885,-0.0489867461605159,-0.0776867122979294,0.0865999059954827,-0.109096055381864,0.0938555798181399,0.156513810871065,-0.105892147308234,-0.0607706523025511,-0.110551415825891,-0.0533805101962009
"190_",0.109530445339404,0.601435000911288,-0.388785932028731,-0.119485939516225,0.0214354322154169,-0.249029700032952,1,0.475959425344807,0.449545057279259,-0.0104589925533674,-0.00826349996525949,0.110352127199685,0.0408472526879389,0.00868576260538489,-0.0908114525451275,0.0581390755129786,-0.162908519910174,-0.0997704224225231,-0.0417541359695312,-0.075119954682775
"197_",-0.0681306190996711,-0.243234516260156,0.612370123791591,0.043269058298551,-0.305411986040148,0.102413344269776,0.475959425344807,1,0.114782967473053,0.275970364823075,0.00178365716576492,-0.101217127799943,-0.0912160262528667,-0.017051843987583,-0.00976752992308747,-0.127851788788431,0.115078142934555,0.363308227157946,-0.0872091467803156,-0.124832607086081
"200_",-0.0522197563155018,-0.178510945713471,-0.216627210170435,0.0881576321093473,0.255716804880276,0.132664426700374,0.449545057279259,0.114782967473053,1,0.332414796893721,-0.0138499593230473,-0.0358291802246457,-0.0816198739895448,0.00559937551863251,0.0377181484851557,-0.0810261053080262,0.254671352368976,0.0214714674851349,0.0687148033564225,0.239416915387319
"201_",0.0387429643064953,-0.134531288191144,-0.0938435090934691,-0.116733846952898,0.175290072056972,0.143095729826885,-0.010458992553367,0.275970364823075,0.332414796893722,1,-0.050361849869221,-0.0195326220378454,-0.0337609909901281,0.0174031390682782,0.0225328877654116,-0.0181228084764956,-0.211471597399781,0.0394210307178432,0.137615596187294,0.0123496886161642
"108_",0.179162323792092,-0.0494922907408848,-0.0108821424446226,-0.11284266414923,0.05782927697366,-0.0489867461605156,-0.00826349996525937,0.00178365716576475,-0.0138499593230475,-0.0503618498692208,1,0.494624039455977,-0.0292901961608219,0.602589338846998,-0.10087459832484,-0.208627987334366,0.14176482983834,-0.0765805679030985,-0.00851669598778584,-0.000504746271075132
"139_",-0.0657387647846776,0.0159481329945627,0.0879446416555602,-0.0582285001460113,-0.0161058838563857,-0.0776867122979295,0.110352127199685,-0.101217127799943,-0.0358291802246458,-0.0195326220378454,0.494624039455977,1,0.48541376491352,-0.109350545344938,0.398804880119362,-0.0369431715279697,0.000616866945377483,0.000942314894526609,0.0168485150827035,-0.149566634464214
"164_",0.15776152066925,-0.0907606290619153,0.111227566404285,0.00240187976696459,-0.0505780351873607,0.0865999059954827,0.0408472526879389,-0.0912160262528667,-0.0816198739895447,-0.033760990990128,-0.0292901961608219,0.48541376491352,1,-0.131778230946756,0.102099064386611,0.182211455827356,-0.311542618337493,0.530668876999412,-0.0221515960179691,-0.00274178698460569
"148_",-0.271795541474273,0.0267590166271444,0.0313757590749331,0.311198426124568,-0.0631721712411165,-0.109096055381864,0.00868576260538509,-0.017051843987583,0.00559937551863242,0.0174031390682782,0.602589338846998,-0.109350545344938,-0.131778230946756,1,0.418746654835132,0.0593668600530623,0.00836242138678567,-0.0428437169555729,0.015591850174626,0.0296125582904492
"173_",-0.0173902161311588,0.0274822028111284,-0.184728233273705,-0.0678271826213334,0.123645521272337,0.0938555798181399,-0.0908114525451275,-0.00976752992308749,0.0377181484851553,0.0225328877654115,-0.100874598324839,0.398804880119363,0.102099064386611,0.418746654835133,1,0.285930650140739,-0.0699701076775729,0.0633224347261887,-0.0299238162492737,-0.00152887233881491
"187_",-0.0227289757003913,-0.00988384418444743,0.0137291462563677,-0.0140379241953822,-0.0303795473342341,0.156513810871064,0.058139075512978,-0.127851788788431,-0.0810261053080261,-0.0181228084764964,-0.208627987334366,-0.0369431715279694,0.182211455827357,0.0593668600530622,0.285930650140739,1,0.248392768439423,0.0643421933037311,0.0435219927817197,0.311781042543892
"165_",0.0463010112799629,0.248811433025812,-0.106462030196024,0.0058211190733306,-0.0395718574946652,-0.105892147308235,-0.162908519910174,0.115078142934555,0.254671352368976,-0.21147159739978,0.141764829838339,0.000616866945377406,-0.311542618337493,0.00836242138678565,-0.0699701076775728,0.248392768439422,1,0.416486230521479,-0.142809456150149,0.162448804244924
"184_",-0.0947999417475373,-0.0582843433437148,-0.061712462028491,-0.039588885104521,-0.0565369036355012,-0.0607706523025511,-0.099770422422523,0.363308227157946,0.0214714674851351,0.0394210307178432,-0.0765805679030985,0.000942314894526725,0.530668876999412,-0.0428437169555728,0.0633224347261887,0.0643421933037309,0.416486230521479,1,-0.0155234345249479,-0.0163842439501317
"188_",0.0329197895499412,-0.0127652092144616,0.109180394012198,-0.0269819965992372,-0.00917789981175849,-0.110551415825891,-0.0417541359695308,-0.0872091467803152,0.0687148033564234,0.137615596187294,-0.00851669598778563,0.0168485150827036,-0.0221515960179685,0.0155918501746263,-0.0299238162492734,0.0435219927817196,-0.142809456150148,-0.0155234345249485,1,-0.0646109002843522
"196_",-0.00986346159441141,-0.0319972863551251,0.117623800206332,-0.0179880237167879,-0.188887644784223,-0.0533805101962009,-0.0751199546827749,-0.124832607086081,0.23941691538732,0.0123496886161643,-0.00050474627107479,-0.149566634464214,-0.0027417869846059,0.0296125582904492,-0.00152887233881494,0.31178104254389,0.162448804244922,-0.0163842439501313,-0.0646109002843535,1
