"","154_","176_","189_","182_","195_","199_","190_","197_","200_","201_","108_","139_","164_","148_","173_","187_","165_","184_","188_","196_"
"108_",-0.0204016030066241,0.0821618351263408,-0.0646891820656082,0.0161437270372023,0.0603838738283848,-0.0920595222934098,-0.0211097928552526,0.0074903600020199,0.0338794074099653,-0.034139631119012,1,0.686182780573287,-0.207673749281383,0.517885498480231,-0.217913620232115,-0.132756344263105,0.105889138483455,-0.0632092307353577,-0.0264638396240775,0.0166922979554439
"139_",0.0359746492357468,-0.0846254255389187,0.0805687347692555,-0.131244333639759,-0.00161018478492459,0.0395677749564375,0.030530592720232,-0.032016215465037,-0.00683126038518991,-0.0342796901255501,0.686182780573286,1,0.537479608668006,-0.0513160029468499,0.231960128058254,-0.123285100712543,0.145299157717519,-0.0151568634294261,-0.0441046294394413,-0.0586905754032807
"164_",-0.0481257752539837,0.107733427332882,0.0519393098160244,-0.0568232223062397,-0.00404541806881685,-0.0919969983179018,-0.142645939031915,0.0241038231294775,-0.0840915292503546,0.0574450964885553,-0.207673749281383,0.537479608668006,1,-0.1539096412412,0.13960117491177,0.383555381869331,-0.115396205036894,0.533631150005379,-0.0658661879621168,-0.183441473678309
"148_",-0.109567347533609,0.0281836001018344,-0.048499573807844,0.145271769991947,-0.0675801076887697,-0.0168242811079813,-0.0529254221527641,0.0664150834550348,-0.0632339276028441,0.0146206634506459,0.517885498480229,-0.0513160029468499,-0.153909641241199,1,0.458354337170029,0.0935688030432966,-0.00883531730098609,-0.0706453127510042,0.0563012629414845,-0.10604576599274
"173_",-0.0681899716966372,0.0479635580893957,-0.149331517012771,0.152037718818128,0.0192230888093248,0.0771786372439404,-0.0373992738760046,-0.0405450243359093,-0.0173893975126791,0.0177630228164085,-0.217913620232115,0.231960128058255,0.139601174911769,0.45835433717003,1,0.154831424470769,-0.00979415148332802,0.0697646099698891,-0.109439529192719,0.0582695717173712
"187_",0.0940851682757754,-0.120262346537086,0.0954277828573067,-0.0234264665892245,0.0884291041360633,-0.025362271931171,0.0542137147220408,-0.12431481920349,0.0836443586874895,-0.0637592495548745,-0.132756344263105,-0.123285100712543,0.383555381869331,0.0935688030432982,0.154831424470769,1,0.0477257620927731,-0.10750320088171,0.0421917479197211,0.302318129171162
"165_",0.0779294308212831,0.019512431556256,-0.0728470202654894,0.0126426933338738,-0.0647198511743701,0.0358433100759849,0.0357545124701175,-0.0013505037838836,0.0467538896435923,-0.0586345878034132,0.105889138483455,0.145299157717519,-0.115396205036894,-0.00883531730098613,-0.00979415148332843,0.0477257620927763,1,0.288889642612504,0.00892332882495277,0.111072382883496
"184_",0.0489330910166209,-0.143046042068306,-0.0454814190382738,-0.00293184912858857,-0.0689170181965545,0.0315708144515206,0.051673945986747,0.096533419208205,-0.00693135139692326,-0.01774560217538,-0.0632092307353573,-0.0151568634294262,0.533631150005379,-0.0706453127510051,0.0697646099698888,-0.10750320088171,0.288889642612505,1,0.0415333054396596,0.104629960938945
"188_",-0.0866968956879953,-0.0826795189038948,0.0361559526668237,-0.043440767071359,0.0869071886742673,0.0118520071083047,0.0762483080397713,-0.102378548339738,-0.0998307447910309,-0.0187463328821124,-0.0264638396240774,-0.0441046294394405,-0.0658661879621163,0.0563012629414872,-0.10943952919272,0.0421917479197217,0.00892332882495537,0.041533305439659,1,0.106954685225047
"196_",0.0571000007990691,0.126700978224969,0.0495624720948405,-0.110764277794547,-0.1150324246833,-0.00402328823361484,-0.144010522082468,-0.0143436147562539,0.176067722846954,0.0618498066575137,0.0166922979554456,-0.0586905754032811,-0.18344147367831,-0.106045765992741,0.0582695717173715,0.302318129171163,0.111072382883494,0.104629960938945,0.106954685225047,1
