"","176","182","189","190","195","197","199","200","201"
"176",1,-0.550309426311987,0.549311858136248,0.347178278068291,0.544172514638148,-0.125144382323841,-0.0271932903907312,-0.0442269481485926,-0.192779446089376
"182",-0.550309426311987,1,-0.0416929022547505,-0.132353301289451,0.755135613479802,0.085865976343237,0.123291526018731,0.12182833141377,-0.141141455789094
"189",0.549311858136248,-0.0416929022547504,1,-0.242759200174,-0.0100575964684395,0.585182984160892,0.461400845657383,-0.123210834935201,-0.299245529968026
"190",0.347178278068291,-0.132353301289451,-0.242759200174,1,-0.0147337625418951,0.517259932269526,-0.121646312128359,0.669567274586294,-0.266397861052007
"195",0.544172514638148,0.755135613479802,-0.0100575964684394,-0.014733762541895,1,-0.200830748785124,0.338664367628161,0.361969221470283,-0.0804879968812632
"197",-0.125144382323841,0.085865976343237,0.585182984160892,0.517259932269527,-0.200830748785124,1,-0.0570052149948967,-0.124615507954158,0.66551382251632
"199",-0.0271932903907311,0.123291526018731,0.461400845657383,-0.121646312128358,0.338664367628161,-0.0570052149948966,1,-0.233637238811489,0.553741071767869
"200",-0.0442269481485925,0.12182833141377,-0.123210834935201,0.669567274586294,0.361969221470283,-0.124615507954158,-0.233637238811489,1,0.453955904987803
"201",-0.192779446089376,-0.141141455789094,-0.299245529968026,-0.266397861052007,-0.0804879968812632,0.665513822516321,0.553741071767868,0.453955904987803,1
