"","start","end","igg","start_name","end_name","truth","Enzyme","truth_bokan","truth_bokan_all","k_2010_group_1.spearman.ppcor","k_2010_group_1.spearman.ppcor.glycan","k_2010_group_1.substrateProduct_ratio","k_2010_group_2.spearman.ppcor","k_2010_group_2.spearman.ppcor.glycan","k_2010_group_2.substrateProduct_ratio","k_2010_group_4.spearman.ppcor","k_2010_group_4.spearman.ppcor.glycan","k_2010_group_4.substrateProduct_ratio","k_2013_group_1.spearman.ppcor","k_2013_group_1.spearman.ppcor.glycan","k_2013_group_1.substrateProduct_ratio","k_2013_group_2.spearman.ppcor","k_2013_group_2.spearman.ppcor.glycan","k_2013_group_2.substrateProduct_ratio","k_2013_group_4.spearman.ppcor","k_2013_group_4.spearman.ppcor.glycan","k_2013_group_4.substrateProduct_ratio","split_group_1.spearman.ppcor","split_group_1.spearman.ppcor.glycan","split_group_1.substrateProduct_ratio","split_group_2.spearman.ppcor","split_group_2.spearman.ppcor.glycan","split_group_2.substrateProduct_ratio","split_group_4.spearman.ppcor","split_group_4.spearman.ppcor.glycan","split_group_4.substrateProduct_ratio","vis_group_1.spearman.ppcor","vis_group_1.spearman.ppcor.glycan","vis_group_1.substrateProduct_ratio","vis_group_2.spearman.ppcor","vis_group_2.spearman.ppcor.glycan","vis_group_2.substrateProduct_ratio","vis_group_4.spearman.ppcor","vis_group_4.spearman.ppcor.glycan","vis_group_4.substrateProduct_ratio"
"1","108","108","1",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"2","108","108","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"3","108","108",NA,"G0","G0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","108","139","1","G0","G1",1,"B4GALT1",NA,"T",NA,0.506960621397276,0.785377974227233,NA,NA,NA,NA,NA,NA,NA,0.493514930601351,0.785716388595428,NA,NA,NA,NA,NA,NA,NA,0.616646843263498,0.787076806099371,NA,NA,NA,NA,NA,NA,NA,0.494624039455977,0.787265225178184,NA,NA,NA,NA,NA,NA
"5","108","139","2","G0","G1",1,"B4GALT1",NA,"T",NA,NA,NA,NA,0.542591475203035,0.784926965007762,NA,NA,NA,NA,NA,NA,NA,0.647670486494421,0.783114343209908,NA,NA,NA,NA,NA,NA,NA,0.686182780573287,0.785589003605218,NA,NA,NA,NA,NA,NA,NA,0.570498005273497,0.786933646506134,NA,NA,NA
"6","108","148","1","G0","G0N",1,"MGAT3",NA,"T",NA,0.602527850712372,0.455398605245802,NA,NA,NA,NA,NA,NA,NA,0.512900254376118,0.465269819902738,NA,NA,NA,NA,NA,NA,NA,0.596507460433874,0.462012668118118,NA,NA,NA,NA,NA,NA,NA,0.602589338846998,0.457761402122799,NA,NA,NA,NA,NA,NA
"7","108","148","2","G0","G0N",1,"MGAT3",NA,"T",NA,NA,NA,NA,0.605440108455029,0.449996429822538,NA,NA,NA,NA,NA,NA,NA,0.575224314085136,0.45786023109471,NA,NA,NA,NA,NA,NA,NA,0.517885498480231,0.457195408104406,NA,NA,NA,NA,NA,NA,NA,0.485559729205007,0.449725536176297,NA,NA,NA
"8","108","154","1","G0","G0F",1,"FUT8",NA,"T",NA,0.142120410007338,0.555131064015205,NA,NA,NA,NA,NA,NA,NA,0.216614927540991,0.555346439633425,NA,NA,NA,NA,NA,NA,NA,0.188627553185501,0.55753096861522,NA,NA,NA,NA,NA,NA,NA,0.179162323792092,0.55556390110793,NA,NA,NA,NA,NA,NA
"9","108","154","2","G0","G0F",1,"FUT8",NA,"T",NA,NA,NA,NA,0.00859912224924414,0.572348573938957,NA,NA,NA,NA,NA,NA,NA,0.0323063611241963,0.565160418937096,NA,NA,NA,NA,NA,NA,NA,-0.0204016030066241,0.565666571835661,NA,NA,NA,NA,NA,NA,NA,0.0107149988364426,0.568607335468372,NA,NA,NA
"10","108","164","1","G0","G2",0,NA,NA,NA,NA,0.0283950003437744,0.38626734944795,NA,NA,NA,NA,NA,NA,NA,-0.0839195780536773,0.388057322141257,NA,NA,NA,NA,NA,NA,NA,-0.14298702076724,0.389800838648251,NA,NA,NA,NA,NA,NA,NA,-0.0292901961608219,0.386432813502235,NA,NA,NA,NA,NA,NA
"11","108","164","2","G0","G2",0,NA,NA,NA,NA,NA,NA,NA,-0.249570627191763,0.383419913615151,NA,NA,NA,NA,NA,NA,NA,-0.245381914437977,0.38731345139353,NA,NA,NA,NA,NA,NA,NA,-0.207673749281383,0.388306443202264,NA,NA,NA,NA,NA,NA,NA,-0.266324933592063,0.385209512892401,NA,NA,NA
"12","108","165","1","G0","G1S",0,NA,NA,NA,NA,0.0962354405886647,0.29095562641828,NA,NA,NA,NA,NA,NA,NA,0.153703767182491,0.28593543283719,NA,NA,NA,NA,NA,NA,NA,0.0635965377477669,0.284524711966071,NA,NA,NA,NA,NA,NA,NA,0.14176482983834,0.291973075735546,NA,NA,NA,NA,NA,NA
"13","108","165","2","G0","G1S",0,NA,NA,NA,NA,NA,NA,NA,-0.0131242152210958,0.301783640111497,NA,NA,NA,NA,NA,NA,NA,0.0052397641848225,0.291014764129167,NA,NA,NA,NA,NA,NA,NA,0.105889138483455,0.290901586647455,NA,NA,NA,NA,NA,NA,NA,0.135941306728146,0.30407007291079,NA,NA,NA
"14","108","173","1","G0","G1N",0,NA,NA,NA,NA,-0.0650793243802877,0.353754199216816,NA,NA,NA,NA,NA,NA,NA,-0.16820810346774,0.363079067990905,NA,NA,NA,NA,NA,NA,NA,-0.127120042095325,0.36105211154925,NA,NA,NA,NA,NA,NA,NA,-0.10087459832484,0.356694216094422,NA,NA,NA,NA,NA,NA
"15","108","173","2","G0","G1N",0,NA,NA,NA,NA,NA,NA,NA,-0.0958445857460473,0.348893162467749,NA,NA,NA,NA,NA,NA,NA,-0.120409920387131,0.355766224422647,NA,NA,NA,NA,NA,NA,NA,-0.217913620232115,0.356350480108498,NA,NA,NA,NA,NA,NA,NA,-0.074939805262966,0.349661172267727,NA,NA,NA
"16","108","176","1","G0","G1F",0,NA,NA,NA,NA,-0.0253027512942498,0.43419831777005,NA,NA,NA,NA,NA,NA,NA,-0.0598660367815306,0.43469965191129,NA,NA,NA,NA,NA,NA,NA,-0.0631359695733894,0.436570070987942,NA,NA,NA,NA,NA,NA,NA,-0.0494922907408848,0.435078561356757,NA,NA,NA,NA,NA,NA
"17","108","176","2","G0","G1F",0,NA,NA,NA,NA,NA,NA,NA,0.0602342285808838,0.444666565026672,NA,NA,NA,NA,NA,NA,NA,0.0488550399083402,0.438832175052524,NA,NA,NA,NA,NA,NA,NA,0.0821618351263408,0.439953547759523,NA,NA,NA,NA,NA,NA,NA,-0.0252669337682715,0.442343364270543,NA,NA,NA
"18","108","182","1","G0","G0FN",0,NA,NA,NA,NA,-0.0676189261196316,0.254469333355972,NA,NA,NA,NA,NA,NA,NA,-0.102326471613149,0.258554713455191,NA,NA,NA,NA,NA,NA,NA,-0.0748601219549462,0.257771259356666,NA,NA,NA,NA,NA,NA,NA,-0.11284266414923,0.255896513684136,NA,NA,NA,NA,NA,NA
"19","108","182","2","G0","G0FN",0,NA,NA,NA,NA,NA,NA,NA,-0.0146260440790294,0.256199943556188,NA,NA,NA,NA,NA,NA,NA,-0.0058927506749784,0.2556471544255,NA,NA,NA,NA,NA,NA,NA,0.0161437270372023,0.2551313015496,NA,NA,NA,NA,NA,NA,NA,0.0104143398696454,0.255155540467746,NA,NA,NA
"20","108","184","1","G0","G2S",0,NA,NA,NA,NA,-0.15026659036807,0.151773315717831,NA,NA,NA,NA,NA,NA,NA,-0.0759851413281283,0.148927807148306,NA,NA,NA,NA,NA,NA,NA,-0.0252791245144055,0.149184676683912,NA,NA,NA,NA,NA,NA,NA,-0.0765805679030985,0.151973629944966,NA,NA,NA,NA,NA,NA
"21","108","184","2","G0","G2S",0,NA,NA,NA,NA,NA,NA,NA,0.205704261480746,0.151940795200669,NA,NA,NA,NA,NA,NA,NA,-0.145709334946563,0.148325316460058,NA,NA,NA,NA,NA,NA,NA,-0.0632092307353577,0.148574136178383,NA,NA,NA,NA,NA,NA,NA,0.0385271883755447,0.153029252790547,NA,NA,NA
"22","108","187","1","G0","G2N",0,NA,NA,NA,NA,-0.344798237156865,0.16743553626672,NA,NA,NA,NA,NA,NA,NA,0.115688256145582,0.173637195948765,NA,NA,NA,NA,NA,NA,NA,-0.107688636685324,0.172416503708014,NA,NA,NA,NA,NA,NA,NA,-0.208627987334366,0.168309799881642,NA,NA,NA,NA,NA,NA
"23","108","187","2","G0","G2N",0,NA,NA,NA,NA,NA,NA,NA,-0.213633849538674,0.169065324324486,NA,NA,NA,NA,NA,NA,NA,0.0114386834388315,0.175185412526736,NA,NA,NA,NA,NA,NA,NA,-0.132756344263105,0.174697161327794,NA,NA,NA,NA,NA,NA,NA,-0.165534617581804,0.170068536851565,NA,NA,NA
"24","108","188","1","G0","G1NS",0,NA,NA,NA,NA,0.0217069617219906,0.0709633686258762,NA,NA,NA,NA,NA,NA,NA,-0.0961312010730833,0.0744950184583616,NA,NA,NA,NA,NA,NA,NA,0.0103292803798805,0.0738144302413025,NA,NA,NA,NA,NA,NA,NA,-0.00851669598778584,0.072335332298973,NA,NA,NA,NA,NA,NA
"25","108","188","2","G0","G1NS",0,NA,NA,NA,NA,NA,NA,NA,0.0326010248020169,0.0728693677744581,NA,NA,NA,NA,NA,NA,NA,-0.027909503815996,0.0730114306188601,NA,NA,NA,NA,NA,NA,NA,-0.0264638396240775,0.0762419510243674,NA,NA,NA,NA,NA,NA,NA,0.00540829131616467,0.0734796642759434,NA,NA,NA
"26","108","189","1","G0","G2F",0,NA,NA,NA,NA,-0.0508051768584413,0.214755502817942,NA,NA,NA,NA,NA,NA,NA,0.0513226849113935,0.214612349322278,NA,NA,NA,NA,NA,NA,NA,0.0341392015158327,0.216017515850959,NA,NA,NA,NA,NA,NA,NA,-0.0108821424446226,0.21541213671271,NA,NA,NA,NA,NA,NA
"27","108","189","2","G0","G2F",0,NA,NA,NA,NA,NA,NA,NA,0.0161924980772307,0.217879609486259,NA,NA,NA,NA,NA,NA,NA,-0.0137155216362715,0.215717707794042,NA,NA,NA,NA,NA,NA,NA,-0.0646891820656082,0.216532960580733,NA,NA,NA,NA,NA,NA,NA,0.0456692346045815,0.217242192819646,NA,NA,NA
"28","108","190","1","G0","G1FS",0,NA,NA,NA,NA,-0.012209587204318,0.198747883853273,NA,NA,NA,NA,NA,NA,NA,-0.0622322469514513,0.198731396390832,NA,NA,NA,NA,NA,NA,NA,0.0379901497743408,0.197678266095479,NA,NA,NA,NA,NA,NA,NA,-0.00826349996525937,0.199014289033813,NA,NA,NA,NA,NA,NA
"29","108","190","2","G0","G1FS",0,NA,NA,NA,NA,NA,NA,NA,-0.00695506654030089,0.207309602179645,NA,NA,NA,NA,NA,NA,NA,0.069473751933557,0.204315071976919,NA,NA,NA,NA,NA,NA,NA,-0.0211097928552526,0.203531762719525,NA,NA,NA,NA,NA,NA,NA,0.0118495259376204,0.20673980846796,NA,NA,NA
"30","108","195","1","G0","G1FN",0,NA,NA,NA,NA,0.0247783636948585,0.196600244945173,NA,NA,NA,NA,NA,NA,NA,0.0116072431407131,0.200282570784892,NA,NA,NA,NA,NA,NA,NA,0.0198777199632784,0.199687359333274,NA,NA,NA,NA,NA,NA,NA,0.05782927697366,0.198158156990847,NA,NA,NA,NA,NA,NA
"31","108","195","2","G0","G1FN",0,NA,NA,NA,NA,NA,NA,NA,0.0134182763341812,0.195725612434394,NA,NA,NA,NA,NA,NA,NA,-0.0267753260193987,0.1953536964633,NA,NA,NA,NA,NA,NA,NA,0.0603838738283848,0.195217060429028,NA,NA,NA,NA,NA,NA,NA,0.0125540617962487,0.195365081688826,NA,NA,NA
"32","108","196","1","G0","G2NS",0,NA,NA,NA,NA,0.0503249930639908,0.0343349269420591,NA,NA,NA,NA,NA,NA,NA,-0.116030601840654,0.0372472508582061,NA,NA,NA,NA,NA,NA,NA,-0.0135771801873569,0.0368223931313397,NA,NA,NA,NA,NA,NA,NA,-0.000504746271075132,0.0340122221784796,NA,NA,NA,NA,NA,NA
"33","108","196","2","G0","G2NS",0,NA,NA,NA,NA,NA,NA,NA,-0.00899539339009718,0.0358462680991616,NA,NA,NA,NA,NA,NA,NA,0.0933186328597629,0.0385830374792367,NA,NA,NA,NA,NA,NA,NA,0.0166922979554439,0.0382224820807645,NA,NA,NA,NA,NA,NA,NA,-0.0217616160670001,0.0364998022314729,NA,NA,NA
"34","108","197","1","G0","G2FS",0,NA,NA,NA,NA,0.0794136804484498,0.103642772266336,NA,NA,NA,NA,NA,NA,NA,-0.0206081662825448,0.103054555371361,NA,NA,NA,NA,NA,NA,NA,-0.0652793367524216,0.102825576775093,NA,NA,NA,NA,NA,NA,NA,0.00178365716576475,0.103858722487017,NA,NA,NA,NA,NA,NA
"35","108","197","2","G0","G2FS",0,NA,NA,NA,NA,NA,NA,NA,-0.0204813633834689,0.105510535652896,NA,NA,NA,NA,NA,NA,NA,0.0225238847742963,0.104008772257364,NA,NA,NA,NA,NA,NA,NA,0.0074903600020199,0.103675565864756,NA,NA,NA,NA,NA,NA,NA,-0.0971088024333324,0.105457212336025,NA,NA,NA
"36","108","199","1","G0","G2FN",0,NA,NA,NA,NA,-0.0501924070760253,0.0934950482293526,NA,NA,NA,NA,NA,NA,NA,-0.105393014355901,0.0951920861321478,NA,NA,NA,NA,NA,NA,NA,-0.0541110148995625,0.0949200856025311,NA,NA,NA,NA,NA,NA,NA,-0.0489867461605156,0.0944150455730363,NA,NA,NA,NA,NA,NA
"37","108","199","2","G0","G2FN",0,NA,NA,NA,NA,NA,NA,NA,-0.0934615001284074,0.0947420642893484,NA,NA,NA,NA,NA,NA,NA,-0.173941200354706,0.0951101330383789,NA,NA,NA,NA,NA,NA,NA,-0.0920595222934098,0.0951164826431368,NA,NA,NA,NA,NA,NA,NA,-0.0749975149302334,0.0947428171703051,NA,NA,NA
"38","108","200","1","G0","G1FNS",0,NA,NA,NA,NA,-0.019030337808713,0.0868862009027356,NA,NA,NA,NA,NA,NA,NA,0.080184665514129,0.088805863530525,NA,NA,NA,NA,NA,NA,NA,0.02739448861592,0.0875236801250265,NA,NA,NA,NA,NA,NA,NA,-0.0138499593230475,0.087722641833041,NA,NA,NA,NA,NA,NA
"39","108","200","2","G0","G1FNS",0,NA,NA,NA,NA,NA,NA,NA,0.0278148892086624,0.0864766218812957,NA,NA,NA,NA,NA,NA,NA,-0.100796241285482,0.0870026113411167,NA,NA,NA,NA,NA,NA,NA,0.0338794074099653,0.0860387552890444,NA,NA,NA,NA,NA,NA,NA,-0.0753822983879168,0.0868753932438288,NA,NA,NA
"40","108","201","1","G0","G2FNS",0,NA,NA,NA,NA,-0.0453052618076283,0.0432755133409422,NA,NA,NA,NA,NA,NA,NA,0.0360760711342112,0.0440068922064705,NA,NA,NA,NA,NA,NA,NA,-0.00327700573919543,0.0433450182329069,NA,NA,NA,NA,NA,NA,NA,-0.0503618498692208,0.0437357201041173,NA,NA,NA,NA,NA,NA
"41","108","201","2","G0","G2FNS",0,NA,NA,NA,NA,NA,NA,NA,-0.0213604411073714,0.0439043505363942,NA,NA,NA,NA,NA,NA,NA,0.0229772863685096,0.0441837234586934,NA,NA,NA,NA,NA,NA,NA,-0.034139631119012,0.0437231088854132,NA,NA,NA,NA,NA,NA,NA,0.00952643254094384,0.0441024898340694,NA,NA,NA
"42","139","108","1","G1","G0",1,NA,NA,NA,NA,0.506960621397276,1.27340450095784,NA,NA,NA,NA,NA,NA,NA,0.493514930601351,1.27282481326552,NA,NA,NA,NA,NA,NA,NA,0.616646843263499,1.27063294312025,NA,NA,NA,NA,NA,NA,NA,0.494624039455977,1.27034492596954,NA,NA,NA,NA,NA,NA
"43","139","108","2","G1","G0",1,NA,NA,NA,NA,NA,NA,NA,0.542591475203035,1.27411867203476,NA,NA,NA,NA,NA,NA,NA,0.647670486494421,1.27703302280502,NA,NA,NA,NA,NA,NA,NA,0.686182780573286,1.27300573288263,NA,NA,NA,NA,NA,NA,NA,0.570498005273497,1.27086603619055,NA,NA,NA
"44","139","139","1",NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
"45","139","139","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
"46","139","139",NA,"G1","G1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","139","148","1","G1","G0N",0,NA,NA,NA,-0.414914962415742,-0.078032962802357,0.579914699219851,NA,NA,NA,NA,NA,NA,-0.45690818019862,-0.0745322346042611,0.592216850868307,NA,NA,NA,NA,NA,NA,-0.538430497700629,-0.211815191530553,0.587064557754012,NA,NA,NA,NA,NA,NA,-0.384588057180488,-0.109350545344938,0.581519705610245,NA,NA,NA,NA,NA,NA
"48","139","148","2","G1","G0N",0,NA,NA,NA,NA,NA,NA,-0.403192994338736,0.0744718983708798,0.573349315573178,NA,NA,NA,NA,NA,NA,-0.428991696205982,-0.00256867500786579,0.584706432865968,NA,NA,NA,NA,NA,NA,-0.524777497675865,-0.0513160029468499,0.582024032522428,NA,NA,NA,NA,NA,NA,-0.349304082501715,0.120949374390977,0.571546819577447,NA,NA,NA
"49","139","154","1","G1","G0F",0,NA,NA,NA,-0.134075023106609,-0.0290511926007355,0.70688830894905,NA,NA,NA,NA,NA,NA,-0.125056171893328,-0.130574244404249,0.706817504388382,NA,NA,NA,NA,NA,NA,-0.144677428633512,-0.102816190344645,0.708380254207557,NA,NA,NA,NA,NA,NA,-0.113118670599941,-0.0657387647846776,0.705738672783983,NA,NA,NA,NA,NA,NA
"50","139","154","2","G1","G0F",0,NA,NA,NA,NA,NA,NA,-0.0884857663757968,0.040457780586432,0.729212377621446,NA,NA,NA,NA,NA,NA,-0.0421972580560121,-0.0086394537546218,0.721681600604482,NA,NA,NA,NA,NA,NA,-0.0678003138467473,0.0359746492357468,0.7200633419758,NA,NA,NA,NA,NA,NA,-0.0694332003712755,0.000649173029500816,0.722604898365801,NA,NA,NA
"51","139","164","1","G1","G2",1,"B4GALT1",NA,"T",0.346688165461672,0.337427032689165,0.491761062102046,NA,NA,NA,NA,NA,NA,0.36388978282294,0.500902608764367,0.493846069317832,NA,NA,NA,NA,NA,NA,0.395451841408466,0.488374003064771,0.495204605172272,NA,NA,NA,NA,NA,NA,0.33460990935321,0.48541376491352,0.490793012738788,NA,NA,NA,NA,NA,NA
"52","139","164","2","G1","G2",1,"B4GALT1",NA,"T",NA,NA,NA,0.459104711797291,0.666616243165137,0.488427394707795,NA,NA,NA,NA,NA,NA,0.489718962823351,0.48421362989108,0.494550781603839,NA,NA,NA,NA,NA,NA,0.532805087224947,0.537479608668006,0.494253738700595,NA,NA,NA,NA,NA,NA,0.472875430239053,0.641765034209353,0.489461727496677,NA,NA,NA
"53","139","165","1","G1","G1S",1,"ST6GAL1",NA,"T",0.29357305607319,-0.0359014304109083,0.370460906131477,NA,NA,NA,NA,NA,NA,0.346277402510074,0.116346177594476,0.363908574115572,NA,NA,NA,NA,NA,NA,0.479998762575585,0.0958945761258474,0.361485732736814,NA,NA,NA,NA,NA,NA,0.277325273414875,0.000616866945377483,0.370861902935138,NA,NA,NA,NA,NA,NA
"54","139","165","2","G1","G1S",1,"ST6GAL1",NA,"T",NA,NA,NA,0.339544075103801,0.063323476702027,0.384459898114628,NA,NA,NA,NA,NA,NA,0.488206819947259,0.165862806170397,0.371603314535848,NA,NA,NA,NA,NA,NA,0.465641952874108,0.145299157717519,0.370287155926015,NA,NA,NA,NA,NA,NA,0.231191081635593,-0.010932991304047,0.386380443336033,NA,NA,NA
"55","139","173","1","G1","G1N",0,"",NA,"F",0.489119335994352,0.383657412050623,0.450424848288904,NA,NA,NA,NA,NA,NA,0.564749137149052,0.389117985021745,0.462100318368352,NA,NA,NA,NA,NA,NA,0.618621560598371,0.383112650204807,0.458731209997077,NA,NA,NA,NA,NA,NA,0.497540127966849,0.398804880119362,0.4530797550575,NA,NA,NA,NA,NA,NA
"56","139","173","2","G1","G1N",0,"",NA,"F",NA,NA,NA,0.567766910108394,0.0497691975075211,0.444486081835055,NA,NA,NA,NA,NA,NA,0.813258267310745,0.21160260855299,0.454295489437308,NA,NA,NA,NA,NA,NA,0.636190554358128,0.231960128058254,0.453614614898551,NA,NA,NA,NA,NA,NA,0.501437980665631,0.0646984096403225,0.444333084425148,NA,NA,NA
"57","139","176","1","G1","G1F",0,"",NA,"F",0.20554657252094,0.0706270679964591,0.552853399915067,NA,NA,NA,NA,NA,NA,0.230993567951246,0.115337418935693,0.553230176060887,NA,NA,NA,NA,NA,NA,0.221224301413753,0.0767567571961729,0.554656765943712,NA,NA,NA,NA,NA,NA,0.209872584182336,0.0159481329945627,0.552644097390447,NA,NA,NA,NA,NA,NA
"58","139","176","2","G1","G1F",0,"",NA,"F",NA,NA,NA,0.154741341537342,-0.0476378460271451,0.566497757428938,NA,NA,NA,NA,NA,NA,0.169195437194206,0.0210697313609936,0.560340630870749,NA,NA,NA,NA,NA,NA,0.183501082022818,-0.0846254255389187,0.560011888167721,NA,NA,NA,NA,NA,NA,0.191029846808552,-0.0132692729500475,0.562107720970446,NA,NA,NA
"59","139","182","1","G1","G0FN",0,NA,NA,NA,-0.140565045759054,-0.0906025444425695,0.32403631806857,NA,NA,NA,NA,NA,NA,-0.146861284200762,-0.0338037133367663,0.329076585351091,NA,NA,NA,NA,NA,NA,-0.110260973768036,-0.0363210770628643,0.327520381130615,NA,NA,NA,NA,NA,NA,-0.150711841455543,-0.0582285001460113,0.325069265154681,NA,NA,NA,NA,NA,NA
"60","139","182","2","G1","G0FN",0,NA,NA,NA,NA,NA,NA,-0.112352440065365,-0.137877138515508,0.326417702774166,NA,NA,NA,NA,NA,NA,-0.1471082300002,-0.0131529903861725,0.326453193413605,NA,NA,NA,NA,NA,NA,-0.112824356342718,-0.131244333639759,0.32477590896944,NA,NA,NA,NA,NA,NA,-0.145233541564298,-0.118988197011739,0.324263448495981,NA,NA,NA
"61","139","184","1","G1","G2S",0,NA,NA,NA,0.0757658167373268,0.126824228905736,0.193219740038698,NA,NA,NA,NA,NA,NA,0.0124819722873214,-0.00922252024893361,0.189521359040418,NA,NA,NA,NA,NA,NA,-0.0807727146650741,-0.0211364053751014,0.189518197897121,NA,NA,NA,NA,NA,NA,0.0954777767038397,0.000942314894526609,0.193011176444691,NA,NA,NA,NA,NA,NA
"62","139","184","2","G1","G2S",0,NA,NA,NA,NA,NA,NA,-0.094998871092043,-0.0344854844591393,0.193546168173189,NA,NA,NA,NA,NA,NA,-0.143137574540285,0.179103582459977,0.189388168709569,NA,NA,NA,NA,NA,NA,-0.163756125493566,-0.0151568634294261,0.18910725581605,NA,NA,NA,NA,NA,NA,0.0183075494275416,0.062204811324692,0.194434289547332,NA,NA,NA
"63","139","187","1","G1","G2N",0,NA,NA,NA,0.0133333339433738,0.0668675840514453,0.213166743722258,NA,NA,NA,NA,NA,NA,-0.104325202439467,-0.285769189648724,0.220975399924252,NA,NA,NA,NA,NA,NA,-0.104804570093303,-0.137470874377037,0.21904409622019,NA,NA,NA,NA,NA,NA,0.0641722304760288,-0.0369431715279697,0.213764266964723,NA,NA,NA,NA,NA,NA
"64","139","187","2","G1","G2N",0,NA,NA,NA,NA,NA,NA,-0.0546829733851022,-0.0829210016785142,0.215364390523499,NA,NA,NA,NA,NA,NA,-0.328992384479417,-0.0563706955194546,0.223690672478298,NA,NA,NA,NA,NA,NA,-0.185501292894627,-0.123285100712543,0.222365024605406,NA,NA,NA,NA,NA,NA,-0.00822037384659594,-0.0652237797597371,0.216095891768776,NA,NA,NA
"65","139","188","1","G1","G1NS",0,NA,NA,NA,0.198817337878715,-0.0859420174120924,0.0903475029385954,NA,NA,NA,NA,NA,NA,0.115481216851597,0.0347824684652074,0.0948129209387989,NA,NA,NA,NA,NA,NA,0.0537090368922117,-0.0384627148964364,0.0937833248689621,NA,NA,NA,NA,NA,NA,0.149094577593173,0.0168485150827035,0.091876449640666,NA,NA,NA,NA,NA,NA
"66","139","188","2","G1","G1NS",0,NA,NA,NA,NA,NA,NA,0.0788839818668722,-0.0196296878940124,0.0928247147504106,NA,NA,NA,NA,NA,NA,-0.050126285884295,-0.0930955758798105,0.0932282289535169,NA,NA,NA,NA,NA,NA,0.0647759234596293,-0.0441046294394413,0.0970459217629617,NA,NA,NA,NA,NA,NA,0.0589753825876889,-0.0807176646017492,0.0933657650942795,NA,NA,NA
"67","139","189","1","G1","G2F",0,NA,NA,NA,0.0363678615636901,0.0453142457581368,0.273409748141632,NA,NA,NA,NA,NA,NA,0.0323470810100531,-0.0331886578864953,0.273105753109206,NA,NA,NA,NA,NA,NA,0.0589858462253428,0.0226784628968064,0.274422126209753,NA,NA,NA,NA,NA,NA,0.0224093009432307,0.0879446416555602,0.273589048139794,NA,NA,NA,NA,NA,NA
"68","139","189","2","G1","G2F",0,NA,NA,NA,NA,NA,NA,-0.000471355119345075,-0.0335992897602217,0.277549472722968,NA,NA,NA,NA,NA,NA,0.0724856739188251,-0.00327763233934571,0.275428053459929,NA,NA,NA,NA,NA,NA,0.0289922099896555,0.0805687347692555,0.27560288942907,NA,NA,NA,NA,NA,NA,-0.0408059489954022,-0.00255255179530934,0.27603754543603,NA,NA,NA
"69","139","190","1","G1","G1FS",0,NA,NA,NA,-0.0429256593554781,0.147146838545362,0.253060614569456,NA,NA,NA,NA,NA,NA,-0.0508048528095328,0.12975113113504,0.252919329857677,NA,NA,NA,NA,NA,NA,-0.0787839684017416,0.0456255229667474,0.251145335638813,NA,NA,NA,NA,NA,NA,0.0117151564037042,0.110352127199685,0.252790729114455,NA,NA,NA,NA,NA,NA
"70","139","190","2","G1","G1FS",0,NA,NA,NA,NA,NA,NA,0.0246574999043821,0.0324800381736319,0.264108394294557,NA,NA,NA,NA,NA,NA,-0.0769047000360445,-0.08919276816813,0.260885405454359,NA,NA,NA,NA,NA,NA,-0.0135192762368497,0.030530592720232,0.259069172345015,NA,NA,NA,NA,NA,NA,0.0549431920943575,0.0194284414991289,0.262711672333127,NA,NA,NA
"71","139","195","1","G1","G1FN",0,NA,NA,NA,0.13291675300256,-0.097334912559405,0.25032523382464,NA,NA,NA,NA,NA,NA,0.0910819505689963,-0.0154894162610392,0.254892490549923,NA,NA,NA,NA,NA,NA,0.0648797841087602,-0.00605487811786325,0.253701620029097,NA,NA,NA,NA,NA,NA,0.0878510161238546,-0.0161058838563857,0.251703104665235,NA,NA,NA,NA,NA,NA
